MinThreshold;MinScore;TrainTime;EvalTime;EvalSentenceCnt;AvgSentenceLength;AvgKeyStrokeSave;AvgCoverage;DbSizeInKb
0,001;0,006;07:10;21:36;20000;159,4151;0,3814989;0,7565917;110458
0,001;0,0055;06:34;19:54;20000;159,4151;0,3817394;0,7580525;128026
