MinThreshold;MinScore;TrainTime;EvalTime;EvalSentenceCnt;AvgSentenceLength;AvgKeyStrokeSave;AvgCoverage;DbSizeInKb
0,001;0,05;06:54;01:38;20000;157,3393;0,355558;0,6340961;2197
0,001;0,01;07:10;13:17;20000;157,3393;0,3829039;0,7330479;36785
