RareWordFreq;SeqThreshold;TrainTime;EvalTime;EvalSentenceCnt;AvgSentenceLength;AvgKeyStrokeSave;AvgCoverage;DbSizeInKb
0,15;0,005;00:18;00:17;20000;159,825;0,3328758;0,8185288;137
0,1;0,005;00:18;00:37;20000;159,825;0,3522238;0,8966157;285
0,05;0,005;00:17;02:27;20000;159,825;0,3635698;0,9629074;1069
0;0,005;00:18;18:13;20000;159,825;0,3651413;0,9830261;8693
