MinThreshold;TrainTime;EvalTime;EvalSentenceCnt;AvgSentenceLength;AvgKeyStrokeSave;AvgCoverage;DbSizeInKb
0,05;00:19;00:02;20000;159,4151;0,07445747;0,2237885;2
0,04;00:18;00:02;20000;159,4151;0,08312236;0,2506563;3
0,03;00:27;00:05;20000;159,4151;0,08517831;0,271637;4
0,02;00:21;00:07;20000;159,4151;0,09844206;0,3158844;6
0,01;00:27;00:10;20000;159,4151;0,1338911;0,4180281;14
0;00:20;04:54;20000;159,4151;0,2649941;0,9838367;129488
