RareWordFreq;SeqThreshold;TrainTime;EvalTime;EvalSentenceCnt;AvgSentenceLength;AvgKeyStrokeSave;AvgCoverage;DbSizeInKb
0,15;0,005;00:15;00:44;20000;156,738;0,4008873;0,8302022;334
0,1;0,005;00:15;01:55;20000;156,738;0,4165399;0,8934228;812
0,05;0,005;00:14;07:42;20000;156,738;0,425606;0,9385237;3072
0;0,005;00:14;27:49;20000;156,738;0,4278575;0,954721;11238
